,ACRES,ACTIVE,CAUSE,CDATE,DPRIORITY,ECOSTS,EDAMAGE,ENAME,EVENT_ID,F_CONTAIN,GPRIORITY,ITYPE,LATDEG,LATMIN,LOCATE,LONGDEG,LONGMIN,NARRATIVE,NEWACRES,PERSONNEL,REPDATE,STARTDATE,TEAMNAME,TEAMTYPE,UN_UNITID,UN_USTATE,SEQ_NUM,CY,HOUR,START_YEAR,FIRE_EVENT_ID,POO_LATITUDE,POO_LONGITUDE,AREA_MEASUREMENT,IMT_MGMT_ORG_DESC,INCTYP_IDENTIFIER,POO_STATE_NAME,INCIDENT_ID,COMPLEX_NAME,INCIDENT_NAME_CORRECTED,INCIDENT_NUMBER_CORRECTED,DISCOVERY_DATE_CORRECTED
215,1500.0,N,H,4/29/99,,,,JUNEBERRY,MN-MNS-,100.0,,WF,0.0,0.0,Roseau,0.0,0.0,wildfire,0,4.0,1999-04-29,1999-04-28,,,MNS,MN,1,1999,0.0,1999.0,MN-MNS-|1999|1,0.0,-0.0,Acres,,9851,MINNESOTA,,,,,
15389,892.0,N,H,04/22/2002,,,,EVENING,CA-RRU-29527,100.0,,WF,33.0,52.0,YORBA LINDA east of ANAHEIM HILLS,117.0,41.0,"the riverside ranger unit public information office can be contacted at (909)940-6985.  the original incident number and initial ics-209 for this fire are under ca-orc-23531.  the ordering point transitioned to rru 04/21/02 at 2300 hours. final acreage by jurisdiction:  riverside ranger unit (sra)-67.91 acres.  yorba linda city (lra)- 115.75 acres, orange county (sra)- 62.11 acres, chi(orange county)- 57.61 acres, chi(san bernardi)- 457.49 acres, san bernardi(sra)- 132.08 acres.  demobilization of all eqipment. e3174 will be patrolling the area for the next couple of days. rehabiliation efforts will continue until complete.",0,0.0,2002-04-24,2002-04-21,Bob Toups,,RRU,CA,1,2002,0.0,2002.0,CA-RRU-29527|2002|1,33.86666666666667,-117.68333333333334,Acres,,9851,CALIFORNIA,,,,,
15393,197.0,N,U,,,,,ROSEMARY,FL-FLS-D16317,90.0,,WF,27.0,22.0,Highlands,81.0,26.0,actual total acreage is 191.2 with plowed lines aroundlarge bay head.  still 85 acres on fire.  addition 5 acres from a break out; property damage to 2 utility trailers @ $250.00 each.,0,8.0,2002-04-24,2002-04-10,Tim Elder,,FLS,FL,1,2002,0.0,2002.0,FL-FLS-D16317|2002|1,27.366666666666667,-81.43333333333334,Acres,,9851,FLORIDA,,,,,
15395,630.0,N,H,04/24/2002,,,,N. PARK ROAD,MT-FPA-040,100.0,,WF,48.0,21.0,"20 miles north of Poplar, MT",105.0,10.0,fire started from well driller's welder.,0,46.0,2002-04-24,2002-04-24,Russell Mail,3,FPA,MT,1,2002,0.0,2002.0,MT-FPA-040|2002|1,48.35,-105.16666666666667,Acres,Type 3 Team,9851,MONTANA,,,,,
15396,700.0,N,H,04/25/2002,,20000.0,,WHITE OAK ROAD,NC-NCF-02074,50.0,,WF,34.0,45.0,"4 MILES FROM NEW PORT, NC",76.0,53.0,"fire has line on two flanks, burn out operations were successful.",0,0.0,2002-04-24,2002-04-24,CHERRY,3,NCF,NC,1,2002,0.0,2002.0,NC-NCF-02074|2002|1,34.75,-76.88333333333334,Acres,Type 3 Team,9851,NORTH CAROLINA,,,,,
15397,366.0,N,H,04/25/2002,,,,MILLS,NM-CIF-184,75.0,,WF,34.0,1.0,"Magdelena, NM",107.0,16.0,good progress today with mop up.  most ia resources have been released back to their home units.,0,147.0,2002-04-24,2002-04-23,Dan Key,3,CIF,NM,1,2002,0.0,2002.0,NM-CIF-184|2002|1,34.016666666666666,-107.26666666666667,Acres,Type 3 Team,9851,NEW MEXICO,,,,,
15398,37600.0,N,L,04/12/2002,,3137184.0,,MIDDLE,NM-GNF-006,100.0,,WF,33.0,21.0,EAST AND SOUTHEAST OF RESERVE,108.0,27.0,7/10 high clouds today   continue to patrol and ia in and outside the burned area.,0,48.0,2002-04-24,2002-03-31,Miller,3,GNF,NM,1,2002,0.0,2002.0,NM-GNF-006|2002|1,33.35,-108.45,Acres,Type 3 Team,9851,NEW MEXICO,,,,,
15400,1117.0,N,U,04/25/2002,,,,CENTER,AZ-BAR-2519,100.0,,WF,31.0,46.0,45 miles SW of Tucson,111.0,35.0,mop up continues.  there was minimal fire activity today in spite of gusty afternoon winds.  de-mob is in progress.  the fire will transition to a type iii team tomorrow starting at 0600.  declared containment for the center fire is 1800 today.,0,169.0,2002-04-25,2002-04-20,L. Sears,2,CNF,AZ,1,2002,0.0,2002.0,AZ-BAR-2519|2002|1,31.766666666666666,-111.58333333333333,Acres,Type 2 Team,9851,ARIZONA,,,,,
15401,2652.0,N,H,04/23/2002,,1145000.0,,MERRITT,AZ-CNF-098,100.0,,WF,31.0,25.0,"14 miles SW of Sierra Vista, AZ",110.0,26.0,de-mob of type iii team began 4/24/02.,0,82.0,2002-04-25,2002-04-19,Kris Condos,3,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-098|2002|1,31.416666666666668,-110.43333333333334,Acres,Type 3 Team,9851,ARIZONA,,,,,
15408,615.0,N,H,04/25/2002,,,,WHITE OAK ROAD,NC-NCF-02074,99.0,,WF,34.0,45.0,"4 MILES SW FROM NEW PORT, NC",76.0,53.0,rain on fire varied from trace to .20.  as aresult of moisture significant progress made today.,0,67.0,2002-04-25,2002-04-24,CHERRY,3,NCF,NC,1,2002,0.0,2002.0,NC-NCF-02074|2002|1,34.75,-76.88333333333334,Acres,Type 3 Team,9851,NORTH CAROLINA,,,,,
15409,37600.0,N,L,04/12/2002,,3139584.0,,MIDDLE,NM-GNF-006,100.0,,WF,33.0,21.0,EAST AND SOUTHEAST OF RESERVE,108.0,27.0,"cloudy today, higher rh, thunderstorm development in area.",0,48.0,2002-04-25,2002-03-31,Bustamante,3,GNF,NM,1,2002,0.0,2002.0,NM-GNF-006|2002|1,33.35,-108.45,Acres,Type 3 Team,9851,NEW MEXICO,,,,,
15410,388.0,N,L,,,3000.0,,PAINTER HILL,NY-NYS-01,100.0,,WF,40.0,40.0,6 miles south west of Ellenville,74.0,28.0,nan,0,0.0,2002-04-25,2002-04-18,Robert Morse,,NYS,NY,1,2002,0.0,2002.0,NY-NYS-01|2002|1,40.666666666666664,-74.46666666666667,Acres,,9851,NEW YORK,,,,,
15411,2652.0,N,H,04/23/2002,,1145000.0,,MERRITT,AZ-CNF-098,100.0,,WF,31.0,25.0,"14 miles SW of Sierra Vista, AZ",110.0,26.0,one crew and one engine on fire 4/27.,0,61.0,2002-04-26,2002-04-19,Kris Condos,3,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-098|2002|1,31.416666666666668,-110.43333333333334,Acres,Type 3 Team,9851,ARIZONA,,,,,
15416,2.0,N,H,,,950.0,,BACKUS AREA #9,MN-MNS-321-009,100.0,,WF,46.0,33.0,,94.0,44.0,cause:  sparks from indoor wood stove  trailer house and contents completely destroyed.q,0,18.0,2002-04-26,2002-04-26,Joel Holden,,MNS,MN,1,2002,0.0,2002.0,MN-MNS-321-009|2002|1,46.55,-94.73333333333333,Acres,,9851,MINNESOTA,,,,,
15418,615.0,N,H,04/25/2002,,,,WHITE OAK ROAD,NC-NCF-02074,100.0,,WF,34.0,45.0,"4 MILES SW FROM NEW PORT, NC",76.0,53.0,continued mopup along perimeter.,0,78.0,2002-04-26,2002-04-24,CHERRY,3,NCF,NC,1,2002,0.0,2002.0,NC-NCF-02074|2002|1,34.75,-76.88333333333334,Acres,Type 3 Team,9851,NORTH CAROLINA,,,,,
15419,366.0,N,H,04/25/2002,,,,MILLS,NM-CIF-184,100.0,,WF,34.0,1.0,"Magdelena, NM",107.0,16.0,fire in patrol status.,0,3.0,2002-04-26,2002-04-23,Dennis Fahl,3,CIF,NM,1,2002,0.0,2002.0,NM-CIF-184|2002|1,34.016666666666666,-107.26666666666667,Acres,Type 3 Team,9851,NEW MEXICO,,,,,
15420,187.0,N,H,03/29/2002,,,,BIG ORANGE,SC-FMF-270,100.0,,WF,33.0,9.0,"BETHERA, 12 MI. N MONCKS CORNER, SC",79.0,48.0,monitoring the few interior smokes that are likely to soon burn out.,0,1.0,2002-04-26,2002-03-25,KYLE SMITH,3,FMF,SC,1,2002,0.0,2002.0,SC-FMF-270|2002|1,33.15,-79.8,Acres,Type 3 Team,9851,SOUTH CAROLINA,,,,,
15421,2652.0,N,H,04/23/2002,,,,MERRITT,AZ-CNF-098,100.0,,WF,31.0,25.0,NE of Parker Canyon Lake.,110.0,26.0,team close out today  patrol. road work continues to repair damage from heavy fire traffic use.,0,7.0,2002-04-27,2002-04-19,Kris Condos,3,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-098|2002|1,31.416666666666668,-110.43333333333334,Acres,Type 3 Team,9851,ARIZONA,,,,,
15424,220.0,N,U,,,,,ROSEMARY,FL-FLS-D16317,95.0,,WF,27.0,22.0,Highlands,81.0,26.0,continue to monitor.  still have smoldering within interior.,0,3.0,2002-04-27,2002-04-10,Tim Elder,,FLS,FL,1,2002,0.0,2002.0,FL-FLS-D16317|2002|1,27.366666666666667,-81.43333333333334,Acres,,9851,FLORIDA,,,,,
15430,615.0,N,H,04/25/2002,,,,WHITE OAK ROAD,NC-NCF-02074,100.0,,WF,34.0,45.0,"4 MILES SW FROM NEW PORT, NC",76.0,53.0,"control target extended again due to hot spots continuing to show up, strong predicted, and the potential for reburn.  strong winds and high temperatures caused many hotspots to show up.",0,70.0,2002-04-28,2002-04-24,CHERRY,3,NCF,NC,1,2002,0.0,2002.0,NC-NCF-02074|2002|1,34.75,-76.88333333333334,Acres,Type 3 Team,9851,NORTH CAROLINA,,,,,
15435,1117.0,N,U,04/25/2002,,1100000.0,,CENTER,AZ-BAR-2519,100.0,,WF,31.0,46.0,45 miles SW of Tucson,111.0,35.0,center fire contained and controlled at 1117 acres.,0,,2002-04-29,2002-04-20,none,,CNF,AZ,1,2002,0.0,2002.0,AZ-BAR-2519|2002|1,31.766666666666666,-111.58333333333333,Acres,,9851,ARIZONA,,,,,
15436,3000.0,N,U,,,150000.0,,RYAN,AZ-CNF-114,5.0,,WF,31.0,31.0,16 MILES EAST OF PATAGONIA,110.0,35.0,"closure of hwy 83, and 82, burnout road 799 from canelo pass to hwy 83",0,140.0,2002-04-29,2002-04-29,WILCOX,3,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-114|2002|1,31.516666666666666,-110.58333333333333,Acres,Type 3 Team,9851,ARIZONA,,,,,
15441,25000.0,N,U,,,692000.0,,RYAN,AZ-CNF-114,5.0,,WF,31.0,31.0,16 MILES EAST OF PATAGONIA,110.0,35.0,"cooperators:, ft huachuca (us army), arizona dept of public safety, az dept of transportation, cochise county sherrifs dept.    type ii team assumed control of fire at 0600 hrs. from district ia organization.  sustained winds resulted in extreme behavior and high rates of spread.  the fire run resulted in 10 miles of spread to the ne and serious threats to residential and community structures.  most activity during this operational period consisted of structure protection, community evacuation, line burnout/holding and air attack.  preparation is underway to transition to type i team.",0,365.0,2002-04-30,2002-04-29,KVALE,2,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-114|2002|1,31.516666666666666,-110.58333333333333,Acres,Type 2 Team,9851,ARIZONA,,,,,
15442,200.0,N,U,,,,,PLEASANT # 2,CA-BDU-003660,0.0,,WF,37.0,24.0,5 miles NW from Bishop,118.0,30.0,"difficult access and fire weather are major contributors to the fire spread. the engine burn over involved the initial attack engine. incident command team 9 is activated with an eta of 5/1/02 0600. a serious accident investigation team is on order. the evacuation of pleasant valley camp ground was initiated as a precaution.  1 cdf fire engine burnover resulting in a total loss (e3561), serious accident investigation team ordered. 4 injuries (3 smoke inhalation, and one 2nd degree burn to nose.)these 4 injuries were treated and released. one employee will be off work 3 days.",0,280.0,2002-04-30,2002-04-30,Ken Toy,,BDU,CA,1,2002,0.0,2002.0,CA-BDU-003660|2002|1,37.4,-118.5,Acres,,9851,CALIFORNIA,,,,,
15446,220.0,N,U,,,,,ROSEMARY,FL-FLS-D16317,,,WF,27.0,22.0,Highlands,81.0,26.0,fire still being montiored - per division of forestry,0,3.0,2002-04-30,2002-04-10,Tim Elder,,FLS,FL,1,2002,0.0,2002.0,FL-FLS-D16317|2002|1,27.366666666666667,-81.43333333333334,Acres,,9851,FLORIDA,,,,,
15447,626.0,N,H,04/25/2002,,,,WHITE OAK ROAD,NC-NCF-02074,100.0,,WF,34.0,45.0,"4 MILES SW FROM NEW PORT, NC",76.0,53.0,"with ground fire and hotspots, there is reburn potential.  will not be able to declare fire controlled until rain extingishes ground fire.  mop up contined",0,60.0,2002-04-30,2002-04-24,CHERRY,3,NCF,NC,1,2002,0.0,2002.0,NC-NCF-02074|2002|1,34.75,-76.88333333333334,Acres,Type 3 Team,9851,NORTH CAROLINA,,,,,
15448,150.0,N,U,,,,,PENASCO,NM-LNF-020,,,WF,32.0,50.0,Southeast of Cloudcroft,105.0,37.0,voluntary evacuations of local ranchers was requested during initial attack.,0,180.0,2002-04-30,2002-04-30,Tudor,3,LNF,NM,1,2002,0.0,2002.0,NM-LNF-020|2002|1,32.833333333333336,-105.61666666666666,Acres,Type 3 Team,9851,NEW MEXICO,,,,,
15449,36000.0,N,U,05/02/2002,,1200000.0,,RYAN,AZ-CNF-114,75.0,2.0,WF,31.0,31.0,16 MILES EAST OF PATAGONIA,110.0,35.0,"larry humphreys type i team took command of fire at 0600.  winds today were more moderate than anticipated, allowing agressive helicopter and airtanker support of ground troups.  significant progress was made in containing the fire in most divisions.",0,516.0,2002-05-01,2002-04-29,HUMPHREY,1,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-114|2002|1,31.516666666666666,-110.58333333333333,Acres,Type 1 Team,9851,ARIZONA,,,,,
15455,150.0,N,L,05/02/2002,,,,LITTLE SUWANNE,FL-FNF-02018,100.0,,WF,30.0,34.0,Sandlin Bay,82.0,35.0,fire on suwannee river management district lands protected by usfs.,0,24.0,2002-05-01,2002-05-01,William Foster,3,FNF,FL,1,2002,0.0,2002.0,FL-FNF-02018|2002|1,30.566666666666666,-82.58333333333333,Acres,Type 3 Team,9851,FLORIDA,,,,,
15458,626.0,N,H,04/25/2002,,,,WHITE OAK ROAD,NC-NCF-02074,100.0,,WF,34.0,45.0,"4 MILES SW FROM NEW PORT, NC",76.0,53.0,"0.02"" rain last night on fire.  mopup on hotspots continues.",0,21.0,2002-05-01,2002-04-24,CHERRY,3,NCF,NC,1,2002,0.0,2002.0,NC-NCF-02074|2002|1,34.75,-76.88333333333334,Acres,Type 3 Team,9851,NORTH CAROLINA,,,,,
15459,1000.0,N,U,,,,,PENASCO,NM-LNF-020,0.0,1.0,WF,32.0,50.0,Southeast of Cloudcroft,105.0,37.0,"evacuations of local residents remain in effect and the affected area has increased significantly in size.  an evacuation center has been opened at cloudcroft high school.  most existing containment lines were lost.  fire has crossed to the north across cox/penasco canyons, east of hwy 24/130 and is threatening to cross north of james canyon.  the village of mayhill is threatened.",0,295.0,2002-05-01,2002-04-30,Bateman,1,LNF,NM,1,2002,0.0,2002.0,NM-LNF-020|2002|1,32.833333333333336,-105.61666666666666,Acres,Type 1 Team,9851,NEW MEXICO,,,,,
15461,258.0,N,L,05/15/2002,20,,,GATOR HOLE,FL-FLS-D6372,100.0,,WF,30.0,31.0,,82.0,41.0,"original fire start was 04/02/02, lightning strike, contained on 4/20/02.  mopup continued until the fire reburned on 5/1/02 burning another 70-80 acres. this fire jumped us hwy 441. district totally committed to suppression.",0,45.0,2002-05-02,2002-04-20,Mark Crow,3,FLS,FL,1,2002,0.0,2002.0,FL-FLS-D6372|2002|1,30.516666666666666,-82.68333333333334,Acres,Type 3 Team,9851,FLORIDA,,,,,
15462,38000.0,N,U,05/02/2002,,1408088.0,,RYAN,AZ-CNF-114,100.0,2.0,WF,31.0,31.0,16 MILES EAST OF PATAGONIA,110.0,35.0,"acreage gain is primarily due to completed burn out in div. a and f.  the fire is contained at 1800 this evening. crews, equipment, and overhead have been made available for re-assignment. burn out complete at 1630.",0,200.0,2002-05-02,2002-04-29,HUMPHREY,1,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-114|2002|1,31.516666666666666,-110.58333333333333,Acres,Type 1 Team,9851,ARIZONA,,,,,
15465,150.0,N,L,05/02/2002,30,,,LITTLE SUWANNE,FL-FNF-02018,100.0,,WF,30.0,34.0,Sandlin Bay,82.0,35.0,fire on suwannee river management district lands protected by usfs.,0,24.0,2002-05-02,2002-05-01,William Foster,3,FNF,FL,1,2002,0.0,2002.0,FL-FNF-02018|2002|1,30.566666666666666,-82.58333333333333,Acres,Type 3 Team,9851,FLORIDA,,,,,
15466,400.0,N,L,,10,2000.0,,BLACKJACK 02,GA-OKR-02002,,,WF,0.0,0.0,,0.0,0.0,fire started with a lightning strike on 4/30/02 1830 off the north end of blackjack island in a one-year old rough of the blackjack lake fire of june 2001.  fire behavior potential in scrub-shrub fuels with forecasted weather is 1.8 miles/hr. spread.  fire size could approach 1000 acres by 5/3 pm.,0,3.0,2002-05-02,2002-04-30,Fred Wetzel,3,OKR,GA,1,2002,0.0,2002.0,GA-OKR-02002|2002|1,0.0,-0.0,Acres,Type 3 Team,9851,GEORGIA,,,,,
15467,2400.0,N,H,,,1665.0,,MCKINLEY FIRE,MN-MNS-123-053,100.0,,WF,48.0,54.0,,96.0,34.0,nan,0,16.0,2002-05-02,2002-04-30,,,MNS,MN,1,2002,0.0,2002.0,MN-MNS-123-053|2002|1,48.9,-96.56666666666666,Acres,,9851,MINNESOTA,,,,,
15468,2000.0,N,H,4/30/02,,1740.0,,CANNON FIRE,MN-MNS-123-054,100.0,,WF,48.0,49.0,,96.0,36.0,nan,0,10.0,2002-05-02,2002-04-30,,,MNS,MN,1,2002,0.0,2002.0,MN-MNS-123-054|2002|1,48.81666666666667,-96.6,Acres,,9851,MINNESOTA,,,,,
15469,9500.0,N,U,,,500000.0,,PENASCO,NM-LNF-020,5.0,1.0,WF,32.0,50.0,Southeast of Cloudcroft,105.0,37.0,"evacuations of local residents remain in effect and the affected area has increased.  an evacuation center at cloudcroft high school remains operational.  some containment lines were lost.  fire spread continued today on the north, east and west flanks.  the village of mayhill is threatened and numerous residences along hwy 82 are also threatened.",0,751.0,2002-05-02,2002-04-30,Bateman,1,LNF,NM,1,2002,0.0,2002.0,NM-LNF-020|2002|1,32.833333333333336,-105.61666666666666,Acres,Type 1 Team,9851,NEW MEXICO,,,,,
15470,38000.0,N,U,05/02/2002,,1689738.0,,RYAN,AZ-CNF-114,100.0,2.0,WF,31.0,31.0,16 MILES EAST OF PATAGONIA,110.0,35.0,the fire will be turned over to the forest at 1800.,0,132.0,2002-05-03,2002-04-29,HUMPHREY,1,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-114|2002|1,31.516666666666666,-110.58333333333333,Acres,Type 1 Team,9851,ARIZONA,,,,,
15473,150.0,N,L,05/10/2002,30,,,LITTLE SUWANNE,FL-FNF-02018,100.0,,WF,30.0,34.0,Sandlin Bay,82.0,35.0,fire on suwannee river management district lands protected by usfs.mopup continues.  high winds caused spotting today.,0,10.0,2002-05-03,2002-05-01,William Foster,3,FNF,FL,1,2002,0.0,2002.0,FL-FNF-02018|2002|1,30.566666666666666,-82.58333333333333,Acres,Type 3 Team,9851,FLORIDA,,,,,
15474,6000.0,N,L,,,4000.0,,BLACKJACK 02,GA-OKR-02002,0.0,,WF,30.0,41.0,Okefenokee NWR 10 mi SW of Folkston GA,82.0,17.0,fire started with a lightning strike on 4/30/02 1830 off the north end of blackjack island in a one-year old rough of the blackjack lake fire of june 2001.  fire behavior potential in scrub-shrub fuels with forecasted weather is 1.8 miles/hr. spread.  fire size 6000 acres 5/3.  smoke has effected several cities in florida including hilliard and callahan.,0,18.0,2002-05-03,2002-04-30,Fred Wetzel,3,OKR,GA,1,2002,0.0,2002.0,GA-OKR-02002|2002|1,30.683333333333334,-82.28333333333333,Acres,Type 3 Team,9851,GEORGIA,,,,,
15475,626.0,N,H,04/25/2002,,,,WHITE OAK ROAD,NC-NCF-02074,100.0,,WF,34.0,45.0,"4 MILES SW FROM NEW PORT, NC",76.0,53.0,"fire in patrol satus with one engine and ic. safety officer will demob 5/3/02.  overcast, .25 of inch of rain expected tonight, and an inch possible tomorrow.",0,5.0,2002-05-03,2002-04-24,CHERRY,3,NCF,NC,1,2002,0.0,2002.0,NC-NCF-02074|2002|1,34.75,-76.88333333333334,Acres,Type 3 Team,9851,NORTH CAROLINA,,,,,
15476,15400.0,N,H,,,1700000.0,,PENASCO,NM-LNF-020,50.0,1.0,WF,32.0,50.0,Southeast of Cloudcroft,105.0,37.0,"estimated acre breakout is 9,609 acres usfs, 5,655 acres pvt and 163 acres state.  evacuations of local residents remain in effect.  an evacuation center at cloudcroft high school remains operational.  containment lines held throughout the day.  the threat to the village of mayhill has diminished, but still remains.  structure prep and burn-out operations continue at residences on hwy 82 in james canyon.  a recovery group has been orginized and staffed to assist residents return to their homes.",0,984.0,2002-05-03,2002-04-30,Bateman,1,LNF,NM,1,2002,0.0,2002.0,NM-LNF-020|2002|1,32.833333333333336,-105.61666666666666,Acres,Type 1 Team,9851,NEW MEXICO,,,,,
15477,10000.0,N,H,05/04/2002,,85000.0,,LITTLE FIRE,AZ-AZS-02-0349,100.0,,WF,34.0,6.0,1 MILE WEST OF EAGAR ARIZONA,109.0,20.0,initial attack. all forces attacked the fire agressively.  fire held on hiway 60 except for one small slop over.,0,101.0,2002-05-04,2002-05-04,CARLSON,3,ASF,AZ,1,2002,0.0,2002.0,AZ-AZS-02-0349|2002|1,34.1,-109.33333333333333,Acres,Type 3 Team,9851,ARIZONA,,,,,
15479,400.0,N,L,,,,,BAY CREEK FIRE,GA-OKR-02003,0.0,,WF,30.0,49.0,Okefenokee NWR - 10 miles NE of Fargo,82.0,28.0,"refuge will trasition fire to fumt late pm on may 5, 2002.  significant increase in fire activity, from 39 acres in am to 400+ in pm with significant spotting.",0,28.0,2002-05-04,2002-05-02,FRED WETZEL,,OKR,GA,1,2002,0.0,2002.0,GA-OKR-02003|2002|1,30.816666666666666,-82.46666666666667,Acres,,9851,GEORGIA,,,,,
15480,1100.0,N,H,,,,,CANNON AGAIN FIRE,MN-MNS-123-060,100.0,,WF,48.0,50.0,,96.0,34.0,nan,0,10.0,2002-05-04,2002-05-03,Larry Long,3,MNS,MN,1,2002,0.0,2002.0,MN-MNS-123-060|2002|1,48.833333333333336,-96.56666666666666,Acres,Type 3 Team,9851,MINNESOTA,,,,,
15481,320.0,N,O,05/04/2002,,,,WEST VALLEY,MN-MNS-123-061,100.0,,WF,48.0,26.0,"4.23 miles NE of Strandquist, MN",96.0,29.0,fire declared controlled at 1601.,0,10.0,2002-05-04,2002-05-04,Larry Long,3,MNS,MN,1,2002,0.0,2002.0,MN-MNS-123-061|2002|1,48.43333333333333,-96.48333333333333,Acres,Type 3 Team,9851,MINNESOTA,,,,,
15482,626.0,N,H,04/25/2002,,,,WHITE OAK ROAD,NC-NCF-02074,100.0,,WF,34.0,45.0,"4 MILES SW FROM NEW PORT, NC",76.0,53.0,fire in patrol satus with one engine and ic. safety officer will demob 5/3/02.,0,15.0,2002-05-04,2002-04-24,CHERRY,3,NCF,NC,1,2002,0.0,2002.0,NC-NCF-02074|2002|1,34.75,-76.88333333333334,Acres,Type 3 Team,9851,NORTH CAROLINA,,,,,
15483,15400.0,N,H,05/08/2002,,3200000.0,,PENASCO,NM-LNF-020,60.0,1.0,WF,32.0,50.0,Southeast of Cloudcroft,105.0,37.0,some demobe has begun.    aircraft costa are now being included in costs-to-date.  daily meetings with local community leaders continues.  limited access to affected area for homeowners has started.  hwy 82 is now open as of 1800 hours 5/4/2002  an evacuation center at cloudcroft hs remains operational.  containment lines held throughout the day.  structural damage assessment group is visiting sites and collecting data.  # of lost structures is expected to increase.,0,975.0,2002-05-04,2002-04-30,Bateman,1,LNF,NM,1,2002,0.0,2002.0,NM-LNF-020|2002|1,32.833333333333336,-105.61666666666666,Acres,Type 1 Team,9851,NEW MEXICO,,,,,
15484,10000.0,N,H,05/04/2002,,,,LITTLE FIRE,AZ-AZS-02-0349,100.0,,WF,34.0,6.0,1 MILE WEST OF EAGAR ARIZONA,109.0,20.0,nan,0,0.0,2002-05-05,2002-05-04,CARLSON,3,ASF,AZ,1,2002,0.0,2002.0,AZ-AZS-02-0349|2002|1,34.1,-109.33333333333333,Acres,Type 3 Team,9851,ARIZONA,,,,,
15487,150.0,N,L,05/10/2002,30,,,LITTLE SUWANNE,FL-FNF-02018,100.0,,WF,30.0,34.0,Sandlin Bay,82.0,35.0,extensive mop-up continues.fire on suwannee river management district lands protected by usfs.  extensive mop-up continues.,0,15.0,2002-05-05,2002-05-01,William Foster,3,FNF,FL,1,2002,0.0,2002.0,FL-FNF-02018|2002|1,30.566666666666666,-82.58333333333333,Acres,Type 3 Team,9851,FLORIDA,,,,,
15488,12800.0,N,L,,,10000.0,,BLACKJACK 02,GA-OKR-02002,0.0,,WF,30.0,41.0,Okefenokee NWR 10 mi SW of Folkston GA,82.0,17.0,"fire use management team (zimmerman) transitioned with refuge and cooperators today at 1800 hours.  three fires (bay creek, blackjack 02, and number one island) will be managed under confinement stategies by the fumt in collaboration with the greater okefenokee association of landowners.  long-term risk assessment and strategic planning underway and firefighting resources are being assembled to meet planned contingency activities.  one management action point was met today with mitigation actions initiated outside the refuge boundary.  smoke has effected several cities in florida including hilliard and callahan.  some preparation work was completed in expectation of fire leaving refuge boundary.",0,23.0,2002-05-05,2002-04-30,Fred Wetzel,3,OKR,GA,1,2002,0.0,2002.0,GA-OKR-02002|2002|1,30.683333333333334,-82.28333333333333,Acres,Type 3 Team,9851,GEORGIA,,,,,
15489,1158.0,N,L,,,,,BAY CREEK FIRE,GA-OKR-02003,0.0,,WF,30.0,49.0,Okefenokee NWR - 10 miles NE of Fargo,82.0,28.0,"fire use management team (zimmerman) transitioned with refuge and cooperators today at 1800 hours.  three fires (bay creek, blackjack02 and number one island) will be managed under confinement strategies by the fumt in collaboration with the greater okefenokee association of landowners.  long-term risk assessment and strategic planning underway and firefighting resources are being assembled to meet planned contingency activites.  continued fire activity, additional resources arrived to prepare for contingency of fire leaving refuge, some line preparation completed outside refuge boundary.",0,44.0,2002-05-05,2002-05-02,FRED WETZEL,,OKR,GA,1,2002,0.0,2002.0,GA-OKR-02003|2002|1,30.816666666666666,-82.46666666666667,Acres,,9851,GEORGIA,,,,,
15490,15400.0,N,H,05/08/2002,,4100000.0,,PENASCO,NM-LNF-020,65.0,1.0,WF,32.0,50.0,Southeast of Cloudcroft,105.0,37.0,some demobe continues. daily meetings with local community leaders continues.    an evacuation center at cloudcroft hs has closed.  containment lines held throughout the day.  structural damage assessment group has completed identification of lost structures and other property.  fire severity mapping has started.,0,1059.0,2002-05-05,2002-04-30,Bateman,1,LNF,NM,1,2002,0.0,2002.0,NM-LNF-020|2002|1,32.833333333333336,-105.61666666666666,Acres,Type 1 Team,9851,NEW MEXICO,,,,,
15491,8800.0,N,H,05/04/2002,,85000.0,,LITTLE FIRE,AZ-AZS-02-0349,100.0,,WF,34.0,6.0,1 MILE WEST OF EAGAR ARIZONA,109.0,20.0,nan,0,0.0,2002-05-06,2002-05-04,CARLSON,3,ASF,AZ,1,2002,0.0,2002.0,AZ-AZS-02-0349|2002|1,34.1,-109.33333333333333,Acres,Type 3 Team,9851,ARIZONA,,,,,
15492,10000.0,N,H,05/04/02,,85000.0,,LITTLE FIRE,AZ-AZS-0349,100.0,,WF,34.0,6.0,"1 mile west of eagar, arizona",109.0,20.0,this is the final 209 for the little fire,0,0.0,2002-05-06,2002-05-04,,,AZS,AZ,1,2002,0.0,2002.0,AZ-AZS-0349|2002|1,34.1,-109.33333333333333,Acres,,9851,ARIZONA,,,,,
