STABR,FSCSKEY,FSCS_SEQ,C_FSCS,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,SQ_FEET,F_SQ_FT,L_NUM_BM,HOURS,F_HOURS,WKS_OPEN,F_WKSOPN,YR_SUB,OBEREG,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOSTATUS,GEOSCORE,GEOMTYPE,C19WKSCL,C19WKSLO
PA,PA0304,002,Y,921390183,EMMAUS PUBLIC LIBRARY,11 EAST MAIN ST,EMMAUS,18049,4012,LEHIGH,6109659284,CE,11990,R_20,0,1626,R_20,32,R_20,2021,02,00,00,00,-75.48652215,40.54108879,42,077,23584,370802,21,65,1008,4207,10900,0,E,100,STREETADDRESS,20,1
PA,PA0305,002,Y,921390335,SOUTHERN LEHIGH PUBLIC LIBRARY,3200 PRESTON LANE,CENTER VALLEY,18034,9465,LEHIGH,6102828825,CE,10000,R_20,0,1535,R_20,36,R_20,2021,02,00,00,00,-75.38960101,40.53466901,42,077,M,370802,41,69.03,3034,4207,10900,0,E,100,POINTADDRESS,16,26
PA,PA0306,002,Y,921390513,SLATINGTON LIBRARY INC,650 MAIN ST,SLATINGTON,18080,1420,LEHIGH,6107676461,CE,3994,R_20,0,1360,R_20,41,R_20,2021,02,00,00,00,-75.61272744,40.75083423,42,077,71144,370802,21,51,4018,4207,10900,0,E,100,POINTADDRESS,11,3
PA,PA0307,002,Y,921390544,PARKLAND COMMUNITY LIBRARY,4422 WALBERT AVENUE,ALLENTOWN,18104,1619,LEHIGH,6103981333,CE,5400,R_20,0,2011,R_20,34,R_20,2021,02,00,00,00,-75.56525987,40.61166208,42,077,M,370802,21,60.02,3026,4207,10900,0,E,100,STREETADDRESS,15,1
PA,PA0308,002,Y,921390724,WHITEHALL TOWNSHIP PUB LIBRARY,3700 MECHANICSVILLE RD,WHITEHALL,18052,3339,LEHIGH,6104324339,CE,13098,R_20,0,2342,R_20,36,R_20,2021,02,00,00,00,-75.50279516,40.65048357,42,077,M,370802,21,57.05,2003,4207,10900,0,E,100,STREETADDRESS,16,0
PA,PA0309,002,Y,922090154,BUCKS COUNTY FREE LIBRARY,150 SOUTH PINE ST,DOYLESTOWN,18901,4931,BUCKS,2153480332,CE,50000,R_20,0,2241,R_20,38,R_20,2021,02,00,00,00,-75.1264378,40.30785846,42,017,19784,627987,21,1047.03,2000,4201,37980,0,E,100,STREETADDRESS,14,26
PA,PA0309,003,Y,522090154,JAMES A MICHENER BRANCH LIBRARY,401 W. MILL STREET,QUAKERTOWN,18951,1248,BUCKS,2155363306,BR,25000,R_20,0,2056,R_20,36,R_20,2021,02,00,00,00,-75.33993161,40.44511864,42,017,63048,627987,21,1031.02,2000,4201,37980,0,E,100,POINTADDRESS,16,26
PA,PA0309,004,Y,522090154,SAMUEL PIERCE BRANCH LIBRARY,491 ARTHUR AVENUE,PERKASIE,18944,1033,BUCKS,2152579718,BR,8000,R_20,0,2012,R_20,36,R_20,2021,02,00,00,00,-75.30059002,40.36748895,42,017,59384,627987,21,1024.02,1002,4201,37980,0,E,100,STREETADDRESS,16,26
PA,PA0309,005,Y,522090154,YARDLEY MAKEFIELD BRANCH LIBRARY,1080 EDGEWOOD ROAD,YARDLEY,19067,1648,BUCKS,2154939020,BR,15000,R_20,0,2056,R_20,36,R_20,2021,02,00,00,00,-74.84164205,40.22416635,42,017,M,627987,21,1055.06,1007,4201,37980,0,E,100,POINTADDRESS,16,26
PA,PA0309,006,Y,522090154,BENSALEM LIBRARY,3700 HULMEVILLE ROAD,BENSALEM,19020,4491,BUCKS,2156382030,BR,13620,R_20,0,2056,R_20,36,R_20,2021,02,00,00,00,-74.93830618,40.10635129,42,017,M,627987,21,1002.08,4000,4201,37980,0,E,100,POINTADDRESS,16,26
PA,PA0309,008,Y,522091054,PENNWOOD BRANCH LIBRARY,301 S. PINE ST.,LANGHORNE,19047,2839,BUCKS,2157572510,BR,14487,R_20,0,2012,R_20,36,R_20,2021,02,00,00,00,-74.91647015,40.17427932,42,017,41392,627987,21,1061,1029,4201,37980,0,E,100,POINTADDRESS,16,26
PA,PA0309,009,Y,522090154,LEVITTOWN REGIONAL LIBRARY,7311 NEW FALLS RD.,LEVITTOWN,19055,1006,BUCKS,2159492324,BR,20000,R_20,0,2012,R_20,36,R_20,2021,02,00,00,00,-74.85373571,40.15570459,42,017,M,627987,21,1004.06,1020,4201,37980,0,E,100,STREETADDRESS,16,26
PA,PA0310,002,Y,922090635,TWP LIB OF LOWER SOUTHAMPTON,1983 BRIDGETOWN PIKE,FEASTERVILLE,19053,2302,BUCKS,2153551183,CE,12381,R_20,0,1505,R_20,35,R_20,2021,02,00,00,00,-74.98437891,40.16292146,42,017,25496,627987,21,1014.05,5000,4201,37980,0,E,100,POINTADDRESS,17,20
PA,PA0311,002,Y,922090723,MORRISVILLE FR LIB ASSOCIATION,300 NORTH PENNSYLVANIA AVE,MORRISVILLE,19067,6621,BUCKS,2152954850,CE,6153,R_20,0,2169,R_20,38,R_20,2021,02,00,00,00,-74.77880385,40.21212915,42,017,51144,627987,21,1057.02,1012,4201,37980,0,E,100,POINTADDRESS,14,24
PA,PA0312,002,Y,922090813,FR LIB OF NEW HOPE & SOLEBURY,93 WEST FERRY ST,NEW HOPE,18938,1332,BUCKS,2158622330,CE,2702,R_20,0,2340,R_20,40,R_20,2021,02,00,00,00,-74.95518449,40.36372751,42,017,53712,627987,21,1044,2006,4201,37980,0,E,100,POINTADDRESS,12,21
PA,PA0313,002,Y,922090935,FR LIB OF NORTHAMPTON TWNSHP,25 UPPER HOLLAND ROAD,RICHBORO,18954,1514,BUCKS,2153573050,CE,30000,R_20,0,1384,R_20,42,R_20,2021,02,00,00,00,-75.00895926,40.20892508,42,017,64464,627987,21,1050.03,1013,4201,37980,0,E,100,POINTADDRESS,10,31
PA,PA0314,002,Y,922091143,RIEGELSVILLE PUBLIC LIBRARY,615 EASTON ROAD,RIEGELSVILLE,18077,7211,BUCKS,6107492357,CE,1700,R_20,0,812,R_20,35,R_20,2021,02,00,00,00,-75.19543791,40.59633765,42,017,64856,627987,41,1066,2027,4201,37980,0,E,100,POINTADDRESS,13,4
PA,PA0315,002,Y,922091415,SOUTHAMPTON FREE LIBRARY,947 STREET RD,SOUTHAMPTON,18966,4728,BUCKS,2153221415,CE,11422,R_20,0,1711,R_20,39,R_20,2021,02,00,00,00,-75.03718737,40.17088997,42,017,M,627987,21,1015.05,1024,4201,37980,0,E,100,STREETADDRESS,13,29
PA,PA0316,002,Y,922091445,WARMINSTER TOWNSHIP FREE LIBRARY,1076 EMMA LANE,WARMINSTER,18974,2632,BUCKS,2156724362,CE,15102,R_20,0,1652,R_20,36,R_20,2021,02,00,00,00,-75.10353675,40.21897559,42,017,M,627987,21,1016.1,2011,4201,37980,0,E,100,STREETADDRESS,16,26
PA,PA0317,002,Y,922091565,VILLAGE LIBRARY OF WRIGHTSTOWN,727 PENNS PARK ROAD,WRIGHTSTOWN,18940,9606,BUCKS,2155983322,CE,3871,R_20,0,1404,R_20,30,R_20,2021,02,00,00,00,-74.99292501,40.26474705,42,017,M,627987,21,1051,1025,4201,37980,0,E,100,POINTADDRESS,22,20
PA,PA0318,002,Y,923460034,ABINGTON TWP PUBLIC LIBRARY,1030 OLD YORK RD,ABINGTON,19001,4530,MONTGOMERY,2158855180,CE,25923,R_20,0,631,R_20,10,R_20,2021,02,00,00,00,-75.12333561,40.11196008,42,091,M,833869,21,2018,2008,4204,37980,0,E,100,POINTADDRESS,42,0
PA,PA0318,003,Y,923460034,ROSLYN BRANCH LIBRARY,2412 AVONDALE AVENUE,ROSLYN,19001,4203,MONTGOMERY,2158869818,BR,1600,R_20,0,374,R_20,10,R_20,2021,02,00,00,00,-75.1349334,40.12381843,42,091,66256,833869,21,2016.06,2008,4204,37980,0,E,99.9,STREETADDRESS,42,0
PA,PA0319,002,Y,923460063,WISSAHICKON VALLEY PUB LIBRARY,650 SKIPPACK PIKE,BLUE BELL,19422,1710,MONTGOMERY,2156431320,CE,21400,R_20,0,2765,R_20,40,R_20,2021,02,00,00,00,-75.26842769,40.15372886,42,091,07224,833869,21,2032.07,2011,4204,37980,0,E,100,POINTADDRESS,12,3
PA,PA0319,319,Y,923466347,AMBLER BRANCH LIBRARY,209 RACE STREET,AMBLER,19002,4424,MONTGOMERY,2156461072,BR,3533,R_20,0,2765,R_20,37,R_20,2021,02,00,00,00,-75.21952255,40.1565951,42,091,02264,833869,21,2013.01,2009,4204,37980,0,E,100,POINTADDRESS,12,3
PA,PA0327,002,Y,923460393,UNION LIB COMPANY OF HATBOROUGH,243 SOUTH YORK RD,HATBORO,19040,3429,MONTGOMERY,2156721420,CE,5050,R_20,0,1854,R_20,26,R_20,2021,02,00,00,00,-75.10745249,40.17361853,42,091,33088,833869,21,2004.01,2003,4204,37980,0,E,100,POINTADDRESS,26,26
PA,PA0328,002,Y,923460513,JENKINTOWN LIBRARY,460 YORK ROAD,JENKINTOWN,19046,2877,MONTGOMERY,2158840593,CE,3982,R_20,0,1508,R_20,35,R_20,2021,02,00,00,00,-75.12582252,40.09862502,42,091,38000,833869,21,2021,3007,4204,37980,0,E,100,POINTADDRESS,17,24
PA,PA0332,002,Y,923460694,HUNTINGDON VALLEY LIBRARY,625 RED LION RD,HUNTINGDON VALLEY,19006,6216,MONTGOMERY,2159475138,CE,14000,R_20,0,828,R_20,20,R_20,2021,02,00,00,00,-75.06114004,40.12429736,42,091,M,833869,21,2001.05,1000,4204,37980,0,E,100,POINTADDRESS,32,12
PA,PA0334,002,Y,923460755,LOWER PROVIDENCE COM LIBRARY,50 PARKLANE DR,EAGLEVILLE,19403,M,MONTGOMERY,6106666640,CE,11800,R_20,0,1548,R_20,28,R_20,2021,02,00,00,00,-75.40783353,40.16029623,42,091,20672,833869,21,2060.04,3003,4204,37980,0,E,99.9,STREETADDRESS,24,17
PA,PA0335,002,Y,923460873,NARBERTH COMMUNITY LIBRARY,80 WINDSOR AVENUE,NARBERTH,19072,2227,MONTGOMERY,6106642878,CE,3528,R_20,0,1872,R_20,26,R_20,2021,02,00,00,00,-75.26637505,40.00548028,42,091,52664,833869,21,2056,4012,4204,37980,0,E,100,POINTADDRESS,26,16
PA,PA0336,002,Y,923460933,MONT CO-NORRISTOWN PUB LIB,1001 POWELL ST,NORRISTOWN,19401,3817,MONTGOMERY,6102785100,CE,76423,R_20,0,1028,R_20,26,R_20,2021,02,00,00,00,-75.33973246,40.12147991,42,091,54656,833869,21,2036.01,3014,4204,37980,0,E,100,POINTADDRESS,26,16
PA,PA0336,003,Y,923460933,UPPER PERKIOMEN VALLEY LIBRARY,350 MAIN ST.,RED HILL,18076,1432,MONTGOMERY,2156792020,BR,4225,R_20,0,745,R_20,26,R_20,2021,02,00,00,00,-75.48183908,40.37377792,42,091,63808,833869,21,2079,2003,4204,37980,0,E,100,POINTADDRESS,26,16
PA,PA0336,004,Y,923460933,CONSHOHOCKEN FREE LIBRARY,301 FAYETTE ST,CONSHOHOCKEN,19428,1901,MONTGOMERY,6108251656,BR,3280,R_20,0,666,R_20,26,R_20,2021,02,00,00,00,-75.30438052,40.07576065,42,091,15848,833869,21,2041.04,2008,4204,37980,0,E,100,POINTADDRESS,26,16
PA,PA0336,336,Y,923460933,BOOKMOBILE #6,1001 POWELL ST.,NORRISTOWN,19401,3817,MONTGOMERY,6102785100,BS,-4,N_20,1,270,R_20,10,R_20,2021,02,00,00,00,-75.33973246,40.12147991,42,091,54656,833869,21,2036.01,3014,4204,37980,0,E,100,POINTADDRESS,42,0
PA,PA0336,340,Y,923460933,ROYERSFORD FREE PUBLIC LIBRARY,200 SOUTH FOURTH AVE.,ROYERSFORD,19468,2548,MONTGOMERY,6109487277,BR,5410,R_20,0,754,R_20,26,R_20,2021,02,00,00,00,-75.536864,40.1837637,42,091,66576,833869,21,2062.01,2014,4204,37980,0,E,100,STREETADDRESS,26,16
PA,PA0336,341,Y,923460933,"PERKIOMEN VALLEY LIBRARY, INC.",290 SECOND ST.,SCHWENKSVILLE,19473,1105,MONTGOMERY,6102878360,BR,7323,R_20,0,412,R_20,25,R_20,2021,02,00,00,00,-75.46503462,40.25483746,42,091,68328,833869,21,2066,1021,4204,37980,0,E,100,POINTADDRESS,27,15
PA,PA0336,343,Y,923460933,BOOKMOBILE #7,1001 POWELL ST,NORRISTOWN,19401,3817,MONTGOMERY,6102785100,BS,-4,N_20,1,270,R_20,10,R_20,2021,02,00,00,00,-75.33973246,40.12147991,42,091,54656,833869,21,2036.01,3014,4204,37980,0,E,100,POINTADDRESS,42,0
PA,PA0336,344,Y,923460933,BOOKS-GO-ROUND,1001 POWELL ST.,NORRISTOWN,19401,3817,MONTGOMERY,6102785100,BS,-4,N_20,1,198,R_20,9,R_20,2021,02,00,00,00,-75.33973246,40.12147991,42,091,54656,833869,21,2036.01,3014,4204,37980,0,E,100,POINTADDRESS,43,0
PA,PA0336,345,Y,923460933,WORDS-ON-WHEELS,1001 POWELL ST,NORRISTOWN,19401,3817,MONTGOMERY,6102785100,BS,-4,N_20,1,189,R_20,9,R_20,2021,02,00,00,00,-75.33973246,40.12147991,42,091,54656,833869,21,2036.01,3014,4204,37980,0,E,100,POINTADDRESS,43,0
PA,PA0338,002,Y,923461083,POTTSTOWN PUBLIC LIBRARY,500 HIGH STREET,POTTSTOWN,19464,5635,MONTGOMERY,6109706551,CE,10469,R_20,0,1430,R_20,26,R_20,2021,02,00,00,00,-75.64183242,40.24457394,42,091,62416,833869,22,2088.02,2006,4204,37980,0,E,99.62,POINTADDRESS,13,13
PA,PA0339,002,Y,923461353,INDIAN VALLEY PUBLIC LIBRARY,100 EAST CHURCH AVE,TELFORD,18969,1720,MONTGOMERY,2157239109,CE,25239,R_20,0,2496,R_20,39,R_20,2021,02,00,00,00,-75.33206302,40.32937504,42,017,76304,627987,21,1026,1016,4201,37980,0,E,97.5,POINTADDRESS,13,39
PA,PA0340,002,Y,923461444,UPPER DUBLIN PUBLIC LIBRARY,520 VIRGINIA DR.,FORT WASHINGTON,19034,2707,MONTGOMERY,2156288744,CE,15000,R_20,0,861,R_20,17,R_20,2021,02,00,00,07,-75.19102635,40.13736697,42,091,26872,833869,21,2014.04,1000,4204,37980,0,E,100,POINTADDRESS,16,6
PA,PA0341,002,Y,923461565,UPPER MERION TOWNSHIP LIBRARY,175 W VALLEY FORGE RD,KING OF PRUSSIA,19406,1851,MONTGOMERY,6102654805,CE,15750,R_20,0,1288,R_20,40,R_20,2021,02,00,00,00,-75.37075061,40.10248446,42,091,39736,833869,21,2058.09,1008,4204,37980,0,E,100,POINTADDRESS,12,30
PA,PA0342,002,Y,923461594,UPPER MORELAND FREE PUBLIC LIBRARY,109 PARK AVENUE,WILLOW GROVE,19090,3209,MONTGOMERY,2156590741,CE,14500,R_20,0,1703,R_20,35,R_20,2021,02,00,00,00,-75.11786536,40.14410765,42,091,85408,833869,21,2003.08,3005,4204,37980,0,E,100,STREETADDRESS,17,25
PA,PA0343,002,Y,924150033,ATGLEN PUBLIC LIBRARY,413 VALLEY AVENUE,ATGLEN,19310,1402,CHESTER,6105936848,CE,1777,R_20,0,1595,R_20,35,R_20,2021,02,00,00,00,-75.97483462,39.94938242,42,029,03384,526759,21,3118,2008,4206,37980,0,E,100,POINTADDRESS,17,24
PA,PA0344,002,Y,924150063,CHESTER COUNTY LIBRARY,450 EXTON SQUARE PARKWAY,EXTON,19341,2458,CHESTER,6102802600,CE,58403,R_20,0,2098,R_20,34,R_20,2021,02,00,00,00,-75.62044902,40.03216139,42,029,24440,526759,21,3022.05,1006,4206,37980,0,E,100,POINTADDRESS,18,24
PA,PA0344,345,Y,924150063,HENRIETTA HANKIN BRANCH LIBRARY,215 WINDGATE DRIVE,CHESTER SPRINGS,19425,3650,CHESTER,6103211700,BR,26500,R_20,0,1842,R_20,35,R_20,2021,02,00,00,00,-75.68972193,40.11418346,42,029,M,526759,21,3018,1029,4206,37980,0,E,100,POINTADDRESS,13,23
PA,PA0345,002,Y,924150182,COATESVILLE AREA PUBLIC LIBRARY,501 E LINCOLN HIGHWAY,COATESVILLE,19320,3413,CHESTER,6103844115,CE,13088,R_20,0,1218,R_20,31,R_20,2021,02,00,00,00,-75.81589119,39.98457036,42,029,14712,526759,21,3055,1033,4206,37980,0,E,100,POINTADDRESS,21,21
PA,PA0346,002,Y,924150213,DOWNINGTOWN LIBRARY COMPANY,122 WALLACE AVE,DOWNINGTOWN,19335,2643,CHESTER,6102692741,CE,4432,R_20,0,1518,R_20,27,R_20,2021,02,00,00,00,-75.70419462,40.0101977,42,029,19752,526759,21,3041.01,1015,4206,37980,0,E,100,POINTADDRESS,25,16
PA,PA0347,002,Y,924150605,EASTTOWN LIBRARY & INFO CENTER,720 FIRST AVENUE,BERWYN,19312,1769,CHESTER,6106440138,CE,15850,R_20,0,1310,R_20,28,R_20,2021,02,00,00,00,-75.4415761,40.04420966,42,029,05904,526759,21,3002.01,3005,4206,37980,0,E,100,POINTADDRESS,24,18
PA,PA0348,002,Y,924150753,HONEY BROOK COMMUNITY LIBRARY,687 COMPASS ROAD,HONEY BROOK,19344,1232,CHESTER,6102733303,CE,3459,R_20,0,862,R_20,31,R_20,2021,02,00,00,00,-75.91675902,40.08820015,42,029,M,526759,41,3049,6006,4206,37980,0,E,100,POINTADDRESS,21,0
PA,PA0349,002,Y,924150813,KENNETT LIBRARY,216 EAST STATE STREET,KENNETT SQUARE,19348,3112,CHESTER,6104442702,CE,11017,R_20,0,1922,R_20,38,R_20,2021,02,00,00,00,-75.70953079,39.84707207,42,029,39352,526759,21,3034.02,1015,4206,37980,0,E,100,POINTADDRESS,14,4
PA,PA0350,002,Y,924150993,MALVERN PUBLIC LIBRARY,"1 E FIRST AVENUE, SUITE 2",MALVERN,19355,2757,CHESTER,6106447259,CE,4069,R_20,0,731,R_20,27,R_20,2021,02,00,00,00,-75.51196489,40.0334374,42,029,46792,526759,21,3004,4018,4206,37980,0,E,100,SUBADDRESS,25,16
PA,PA0351,002,Y,924151173,OXFORD PUBLIC LIBRARY,48 SOUTH SECOND STREET,OXFORD,19363,1377,CHESTER,6109329625,CE,7400,R_20,0,1503,R_20,36,R_20,2021,02,00,00,00,-75.9811581,39.78455724,42,029,57480,526759,21,3080,2017,4206,37980,0,E,99.04,POINTADDRESS,16,26
PA,PA0352,002,Y,924151203,PARKESBURG FREE LIBRARY,105 WEST ST,PARKESBURG,19365,1429,CHESTER,6108575165,CE,1902,R_20,0,1561,R_20,43,R_20,2021,02,00,00,00,-75.91849457,39.95793812,42,029,58032,526759,21,3074,2012,4206,37980,0,E,100,POINTADDRESS,9,32
PA,PA0353,002,Y,924151293,PHOENIXVILLE PUBLIC LIBRARY,183 SECOND AVE,PHOENIXVILLE,19460,3800,CHESTER,6109333013,CE,11800,R_20,0,2090,R_20,40,R_20,2021,02,00,00,00,-75.51415265,40.12883767,42,029,60120,526759,21,3007,3021,4206,37980,0,E,100,POINTADDRESS,12,3
PA,PA0354,002,Y,924151473,SPRING CITY FR PUBLIC LIBRARY,245 BROAD ST,SPRING CITY,19475,1702,CHESTER,6109484130,CE,1600,R_20,0,965,R_20,30,R_20,2021,02,00,00,00,-75.54945295,40.17755765,42,029,72920,526759,21,3011,2009,4206,37980,0,E,100,POINTADDRESS,22,20
PA,PA0355,002,Y,924151535,TREDYFFRIN PUBLIC LIBRARY,582 UPPER GULPH RD,WAYNE,19087,2096,CHESTER,6106887092,CE,25774,R_20,0,1100,R_20,39,R_20,2021,02,00,00,00,-75.40281768,40.05626175,42,029,M,526759,21,3001.09,1000,4206,37980,0,E,100,POINTADDRESS,13,30
PA,PA0355,003,Y,924151535,PAOLI LIBRARY,18 DARBY ROAD,PAOLI,19301,1416,CHESTER,6102967996,BR,2711,R_20,0,887,R_20,39,R_20,2021,02,00,00,00,-75.4825085,40.04162706,42,029,57816,526759,21,3001.03,2005,4206,37980,0,E,100,STREETADDRESS,13,30
PA,PA0356,002,Y,924151833,WEST CHESTER PUBLIC LIBRARY,415 NORTH CHURCH ST,WEST CHESTER,19380,2401,CHESTER,6106961721,CE,5000,R_20,0,1340,R_20,31,R_20,2021,02,00,00,00,-75.60877789,39.96347311,42,029,82704,526759,21,3024,1000,4206,37980,0,E,100,POINTADDRESS,21,21
PA,PA0357,002,Y,924151923,AVON GROVE LIBRARY,117 ROSEHILL AVENUE,WEST GROVE,19390,1214,CHESTER,6108692004,CE,5500,R_20,0,1785,R_20,35,R_20,2021,02,00,00,00,-75.82585895,39.8223318,42,029,83104,526759,21,3063,1009,4206,37980,0,E,100,POINTADDRESS,17,24
PA,PA0358,002,Y,924152045,CHESTER SPRINGS LIBRARY,1709 ART SCHOOL ROAD,CHESTER SPRINGS,19425,1411,CHESTER,6108279212,CE,1450,R_20,0,1763,R_20,40,R_20,2021,02,00,00,00,-75.62252521,40.10335522,42,029,M,526759,41,3019,1000,4206,37980,0,E,100,POINTADDRESS,12,40
PA,PA0359,002,Y,925230064,ASTON PUBLIC LIBRARY,3270 CONCORD ROAD,ASTON,19014,1939,DELAWARE,6104945877,CE,9105,R_20,0,594,R_20,11,R_20,2021,02,00,00,00,-75.4207661,39.86688375,42,045,80218,566753,21,4069.02,1015,4205,37980,0,E,100,POINTADDRESS,41,0
PA,PA0360,002,Y,925230182,J. LEWIS CROZER LIBRARY,620 ENGLE ST,CHESTER,19013,2134,DELAWARE,6104943454,CE,6888,R_20,0,487,R_20,11,R_20,2021,02,00,00,00,-75.38717763,39.83793078,42,045,13208,566753,21,4053,1030,4205,37980,0,E,100,STREETADDRESS,41,0
PA,PA0361,002,Y,925230303,COLLINGDALE PUBLIC LIBRARY,823 MACDADE BLVD,COLLINGDALE,19023,3794,DELAWARE,6105832214,CE,2800,R_20,0,1314,R_20,18,R_20,2021,02,00,00,00,-75.27793325,39.91159169,42,045,15232,566753,21,4031.01,1000,4205,37980,0,E,100,STREETADDRESS,34,8
PA,PA0362,002,Y,925230365,RACHEL KOHL COMMUNITY LIBRARY,687 SMITHBRIDGE ROAD,GLEN MILLS,19342,1225,DELAWARE,6103583445,CE,6000,R_20,0,1972,R_20,39,R_20,2021,02,00,00,00,-75.51303183,39.86667345,42,045,M,566753,21,4103.05,5005,4205,37980,0,E,100,POINTADDRESS,13,27
PA,PA0363,002,Y,925230424,DARBY LIBRARY,1001 MAIN ST,DARBY,19023,1629,DELAWARE,6105867310,CE,1296,R_20,0,1848,R_20,37,R_20,2021,02,00,00,00,-75.26320462,39.92005643,42,045,18152,566753,21,4025,1002,4205,37980,0,E,100,STREETADDRESS,15,22
PA,PA0365,002,Y,925230543,BOROUGH OF FOLCROFT PUBLIC LIBRARY,1725 DELMAR DR,FOLCROFT,19032,2002,DELAWARE,6105861690,CE,1200,R_20,0,495,R_20,41,R_20,2021,02,00,00,00,-75.27857984,39.89438671,42,045,26408,566753,21,4034.02,1001,4205,37980,0,E,100,STREETADDRESS,11,41
PA,PA0366,002,Y,925230573,GLENOLDEN LIBRARY,211 S LLANWELLYN AVE,GLENOLDEN,19036,2118,DELAWARE,6105831010,CE,2222,R_20,0,682,R_20,17,R_20,2021,02,00,00,00,-75.29284899,39.90001748,42,045,29720,566753,21,4035.01,3003,4205,37980,0,E,100,STREETADDRESS,35,7
PA,PA0367,002,Y,925230604,HAVERFORD TOWNSHIP FREE LIBRARY,1601 DARBY ROAD,HAVERTOWN,19083,3705,DELAWARE,6104463082,CE,21000,R_20,0,1716,R_20,33,R_20,2021,02,00,00,00,-75.30513118,39.98127196,42,045,M,566753,21,4091,2008,4205,37980,0,E,100,STREETADDRESS,19,22
PA,PA0368,002,Y,925230633,LANSDOWNE PUBLIC LIBRARY,55 SOUTH LANSDOWNE AVE,LANSDOWNE,19050,2804,DELAWARE,6106230239,CE,5699,R_20,0,673,R_20,10,R_20,2021,02,00,00,00,-75.27187559,39.9364033,42,045,41440,566753,21,4020,1007,4205,37980,0,E,100,POINTADDRESS,42,0
PA,PA0369,002,Y,925230693,MARY M CAMPBELL LIBRARY,TENTH & GREEN STS,MARCUS HOOK,19061,M,DELAWARE,6104856519,CE,2651,R_20,0,1011,R_20,32,R_20,2021,02,00,00,00,-75.41869988,39.81916004,42,045,47344,566753,21,4066,1028,4205,37980,0,E,99.3,STREETINT,20,22
PA,PA0370,002,Y,925230753,MED UPPER PROV FREE LIBRARY,1 EAST FRONT ST,MEDIA,19063,2998,DELAWARE,6105661918,CE,7040,R_20,0,1456,R_20,36,R_20,2021,02,00,00,00,-75.38913256,39.91887566,42,045,48480,566753,21,4075.02,1007,4205,37980,0,E,100,STREETADDRESS,16,22
PA,PA0371,002,Y,925230785,MIDDLETOWN FREE LIBRARY,21 NORTH PENNELL ROAD,LIMA,19037,4543,DELAWARE,6105667828,CE,6076,R_20,0,1668,R_20,35,R_20,2021,02,00,00,00,-75.43975354,39.91366596,42,045,43272,566753,21,4072.01,3026,4205,37980,0,E,99.15,POINTADDRESS,17,25
PA,PA0372,002,Y,925230874,HELEN KATE FURNESS FR LIBRARY,100 NORTH PROVIDENCE RD,WALLINGFORD,19086,6108,DELAWARE,6105669331,CE,13000,R_20,0,550,R_20,10,R_20,2021,02,00,00,00,-75.37525806,39.90439013,42,045,M,566753,21,4074.01,2049,4205,37980,0,E,100,POINTADDRESS,42,0
PA,PA0373,002,Y,925230905,NEWTOWN PUBLIC LIBRARY,201 BISHOP HOLLOW RD,NEWTOWN SQUARE,19073,3219,DELAWARE,6103531022,CE,9400,R_20,0,606,R_20,10,R_20,2021,02,00,00,00,-75.40687556,39.98077355,42,045,M,566753,21,4099.02,2005,4205,37980,0,E,100,STREETADDRESS,42,0
PA,PA0374,002,Y,925230933,NORWOOD PUBLIC LIBRARY,513 WELCOME AVE,NORWOOD,19074,1425,DELAWARE,6105340693,CE,1850,R_20,0,480,R_20,33,R_20,2021,02,00,00,00,-75.3016616,39.89079233,42,045,55664,566753,21,4036.01,2030,4205,37980,0,E,100,POINTADDRESS,19,22
PA,PA0375,002,Y,925230993,PROSPECT PARK FREE LIBRARY,720 MARYLAND AVE,PROSPECT PARK,19076,2056,DELAWARE,6105324643,CE,1474,R_20,0,1004,R_20,40,R_20,2021,02,00,00,00,-75.30858438,39.88815715,42,045,62792,566753,21,4038,2003,4205,37980,0,E,100,STREETADDRESS,12,14
PA,PA0376,002,Y,925231024,MEM LIBRARY OF RADNOR TWNSHP,114 WEST WAYNE AVE,WAYNE,19087,4019,DELAWARE,6106871124,CE,20000,R_20,0,1252,R_20,18,R_20,2021,02,00,00,00,-75.38906549,40.0432602,42,045,81752,566753,21,4098.03,5037,4205,37980,0,E,100,POINTADDRESS,28,14
PA,PA0377,002,Y,925231053,RIDLEY PARK PUBLIC LIBRARY,107 E. WARD STREET,RIDLEY PARK,19078,3010,DELAWARE,6105837207,CE,2284,R_20,0,1095,R_20,25,R_20,2021,02,00,00,00,-75.32361172,39.88087978,42,045,64832,566753,21,4039.02,1038,4205,37980,0,E,100,STREETADDRESS,27,15
PA,PA0378,002,Y,925231084,RIDLEY TOWNSHIP PUBLIC LIBRARY,100 E MACDADE BLVD,FOLSOM,19033,2511,DELAWARE,6105830593,CE,7200,R_20,0,821,R_20,23,R_20,2021,02,00,00,00,-75.33018103,39.8869046,42,045,26432,566753,21,4106.01,3023,4205,37980,0,E,99.04,POINTADDRESS,29,13
