,ADDNTL_FUEL_MODEL_IDENTIFIER,ANTICIPATED_COMPLETION_DATE,APPROVED_BY,APPROVED_DATE,AREA_CLOSURE_FLAG,CAUSE_IDENTIFIER,COMPLEXITY_LEVEL_IDENTIFIER,COMPLEXITY_LEVEL_NARR,CREATED_BY,CREATED_DATE,CRIT_RES_NEEDS_12,CRIT_RES_NEEDS_24,CRIT_RES_NEEDS_48,CRIT_RES_NEEDS_72,CRIT_RES_NEEDS_GT72,CURRENT_THREAT_12,CURRENT_THREAT_24,CURRENT_THREAT_48,CURRENT_THREAT_72,CURRENT_THREAT_GT72,CURR_INCIDENT_AREA,CURR_INC_AREA_UOM_IDENTIFIER,CY,DATA_ENTRY_STATUS,DISCOVERY_DATE,DISPATCH_PRIORITY,DONWCGU_PROT_UNIT_IDENTIFIER,EST_IM_COST_TO_DATE,EXPECTED_CONTAINMENT_DATE,FIRE_BEHAVIOR_1_IDENTIFIER,FIRE_BEHAVIOR_2_IDENTIFIER,FIRE_BEHAVIOR_3_IDENTIFIER,FUEL_MODEL_IDENTIFIER,GACC_PRIORITY,GEN_FIRE_BEHAVIOR_IDENTIFIER,HAZARDS_MATLS_INVOLVMENT_NARR,ID,INC209R_IDENTIFIER,INCIDENT_COMMANDERS_NARR,INCIDENT_DESCRIPTION,INCIDENT_JURISDICTION,INCIDENT_NAME,INCIDENT_NUMBER,INCTYP_IDENTIFIER,INC_IDENTIFIER,INC_MGMT_ORG_IDENTIFIER,LAST_MODIFIED_BY,LAST_MODIFIED_DATE,LIFE_SAFETY_HEALTH_STATUS_NARR,LOCAL_TIMEZONE_IDENTIFIER,MANAGEMENT_CODE,PCT_CONTAINED_COMPLETED,PCT_CONT_COMPL_UOM_IDENTIFIER,PCT_PERIM_TO_BE_CONTAINED,PLANNED_ACTIONS,POO_CITY,POO_COUNTY_CODE,POO_DONWCGU_OWN_IDENTIFIER,POO_LATITUDE,POO_LD_PM_IDENTIFIER,POO_LD_QTR_QTR_QTR_QTR_SEC,POO_LD_QTR_QTR_QTR_SEC,POO_LD_QTR_QTR_SEC,POO_LD_QTR_SEC,POO_LD_RGE,POO_LD_SEC,POO_LD_TWP,POO_LONGITUDE,POO_SHORT_LOCATION_DESC,POO_STATE_CODE,POO_US_NGR_XCOORD,POO_US_NGR_YCOORD,POO_US_NGR_ZONE,POO_UTM_EASTING,POO_UTM_NORTHING,POO_UTM_ZONE,PREPARED_BY,PREPARED_DATE,PROJECTED_ACTIVITY_12,PROJECTED_ACTIVITY_24,PROJECTED_ACTIVITY_48,PROJECTED_ACTIVITY_72,PROJECTED_ACTIVITY_GT72,PROJECTED_FINAL_IM_COST,PROJ_INCIDENT_AREA,PROJ_INC_AREA_UOM_IDENTIFIER,PROJ_SIG_RES_DEMOB_START_DATE,REMARKS,REPORT_FROM_DATE,REPORT_NUMBER,REPORT_TO_DATE,ROAD_CLOSURE_FLAG,SECNDRY_FUEL_MODEL_IDENTIFIER,SIGNIF_EVENTS_SUMMARY,SINGLE_COMPLEX_FLAG,STATUS,STRATEGIC_DISCUSSION,STRATEGIC_OBJECTIVES,SUBMITTED_DATE,SUBMITTED_TO,TRAIL_CLOSURE_FLAG,UNIFIED_COMMAND_FLAG,UNIT_OR_OTHER_NARR,WEATHER_CONCERNS_NARR
20939,,,,,,2990066.0,2989918.0,,,,,,,,,Evacuations remain in place for 30-50 residences on Lowell Hill and Red Dog Roads. An evacuation advisory remains in effect for 1500 homes in the Cascade Shores and Gold Run/Alta areas.,,,,,1500.0,2990055.0,,A,,,2978328,,,,,,2989928.0,,,,3548.0,4322044,Bret Gouvea CAL FIRE IMT 1,,,,,,4321662,,,,Mandatory- Red Dog Rd East of Greenhorn Creek  You Bet Road East of Greenhorn Creek  Chalk Bluff and Lowell Hill Roads 30-50 residences  Advisory- Cascade Shores Community 1500 residences  Soft closures at: SR-20 at Lowell Hill I-80 at Dutch Flat Exit 139,,,15.0,,,,Grass Valley,,,39.1919444,,,,,,,,,-120.8822222,Lowell Hill Road in Steephollow Canyon,6.0,,,,,,,,,The fire has the potential to continue to move upslope until the downslope/canyon winds develop around 10:00 PM. The wind pattern combined with the lower temperatures and slight humidity recovery will keep the fire spread limited. The potential for up to ,The weather will have a slight change in the next 24 hours will bring northwest winds on the ridges and southwest wind on the slope and valleys. The slope and valley wind will have the largest impact on the fire with potential for it to progress farther u,The weather pattern from the previous period will continue to persist. The slope and valley wind will have the largest impact on the fire with potential for it to progress farther up the Steephollow Creek drainage  to the northeast. The northwest winds ha,,,,,,,,07/26/2015 08:00:00,,2015-07-26 20:00:00,,,The inversion lifted at approximately 8:00 AM. The fire continued to actively burn in Division D  on the northeast side. The fire was mainly influenced by the upslope/canyon winds. The fire continued to increase activity as the day progressed with terrain,S,U,,,,,,,,Below normal temperatures and fair recovery expected tonight with winds shifting to the east. Flow will becoming more northerly on Monday into Tuesday with LOWERING HUMIDITY EXPECTED. DRYING AND WARMING TREND WILL CONTINUE INTO MIDWEEK WITH POOR RECOVERIE
20969,,08/03/2015 12:00:00,,,,2990066.0,2989918.0,,,,NONE,,,,,,,,Evaluate lifting evacuation advisories.,,2303.0,2990055.0,,A,,,2978328,13482577.0,,,,,2989936.0,,,,3578.0,4322091,Bret Gouvea CAL FIRE IMT 1,,,,,,4321662,,,,EVACUATIONS AND CLOSURES:  Present evacuation advisories  and closures will likely remain in effect until the morning of August 3  2015.  -Advisory Evacuations remain in effect for the Steep Hollow Creek Community  from Chalk Bluff Road to Banner Quaker R,,,70.0,,,,Grass Valley,,,39.1919444,,,,,,10E,5.0,15N,-120.8822222,Lowell Hill Road in Steephollow Canyon,6.0,82894.0,40213.0,10SFJ,682894.0,4340213.0,10.0,,,The weather will be cooler with increased moisture in the atmosphere. The fire will continue to smolder. In the event of fire spotting outside the containment lines an additional growth of 500 acres is possible.,The weather will change with the introduction of more monsoonal moisture. The temperature will decrease slightly with a slight increase in humidity. The weather change will only have a slight effect on the fire behavior. In the event of fire spotting outs,The weather will continue to cool slightly with increasing humidity. The weather will not change enough to reduce the possibility of fire growth.  In the event of fire spotting outside the containment lines an additional growth of 750 acres is possible.,The full effect of the cooling and monsoonal moisture will be over the fire area  however there is little chance of wetting rain. In the event of fire spotting outside the containment lines an additional growth of 750 acres is possible.,,,,,,,07/30/2015 08:00:00,,2015-07-30 20:00:00,,,The fire continued to smolder and back into the small interior islands. Monsoonal moisture has started to move into the region east of the fire.,,U,,,,,,,,Monsoonal moisture has started to move into the area of the fire.  However  this is expected to provide minimal relief with respect to temperature and RH.  Thunderstorms or wetting rain are unlikely in the fire area.  Today's Fire behavior:   Growth poten
21815,,,Shannon Prather,06/11/2015 02:52:56,N,2990064.0,2989917.0,RCA recommended T2 incident,gllipp,06/11/2015 02:10:56,T1 Crews  T1 Heli  T2 Heli ,T1 Crews  T1 Heli  T2 Heli,,,,The fire is currently impacting outlying areas of the City of Hyampom.  Evacuations are in progress.,The fire is expected to impact the town of Hyampom within the next 24 hours.,South Fork Mountain.  Mad River to the West.  ,Additional private inholdings.  Multiple jurisdictions.  ,City of Hayfork.  ,800.0,2990055.0,2016.0,A,06/09/2015 19:23:00,,2980659,75000.0,,2990318.0,2990320.0,2990321.0,2989938.0,,2990314.0,,4424.0,4358099,Shannon Prather,,,SADDLE,001371,2990125.0,4357592,2990082.0,SIT209,06/11/2015 02:52:56,Evacuations to the town of Hyampom (300) expected within the next 24 hours.  ,2990219.0,JR7U,0.0,,100.0,Structure protection and evacuations.  Establishing an anchor point.  A T2 Team has been ordered.   Expected in-brief tomorrow afternoon.  ,Hyampom,105.0,2980659.0,40.69361110000001,2990020.0,,,SW,NW,6E,24.0,4N,-123.5338889,"Northwest of Hyampom, Westof Lower South Fork Rd",6.0,54891.0,4882.0,10TDL,454891.0,4504882.0,10.0,Gwen Sanchez,06/11/2015 03:00:00,  Fire is moving to the South and West.  ,Fire expected to continue South and West.   ,,,Currently producing long term projections within WFDSS.  ,,10000.0,2990055.0,,T2 Team has been ordered and Nor Cal 2 (Molhoek) has been assigned.     In-Brief has been scheduled for 1400 with an expected transition time of 0600 6/12/15.    ,06/10/2015 20:00:00,,2015-06-11 08:00:00,N,,,S,U,Terrain making for difficult tactical operations.  Currently burning in fire area with heavy dead and down and snag component.  Complex burn operations are expected to secure containment lines.  ,,06/11/2015 02:52:56,ONCC,N,N,,High Pressure is expected over the fire area for the next 7 days.  North winds forecasted for then next operational period. 
21816,,,,,,2990064.0,2989917.0,,,,(1) T1 Crew  (1) T1 Heli,,,,,The fire is currently impacting outlying areas of the City of Hyampom.  Two hour notifications have been made to the City of Hyampom.  No additional evacuations took place today.  ,The fire has potential to impact the City of Hyampom.  Expect further growth to the West.,Lake Mountain,Additional private inholdings.  Multiple jurisdictions.  ,,1000.0,2990055.0,,A,,,2980659,75000.0,,,,,2989938.0,,,,4425.0,4358119,Shannon Prather,,,,,,4357592,,,,Fire moved to away from the town of Hyampom.  If the fire breaches DIV C to the South further evacuations are expected.    ,,JR7U,0.0,,,Structure protection and potential evacuations.  Establishing an anchor point.  A T2 Team will assume command at 1800 tomorrow.  ,Hyampom,105.0,,40.69361110000001,,,,SW,NW,6E,24.0,4N,-123.5338889,"Northwest of Hyampom, Westof Lower South Fork Rd",6.0,54891.0,4882.0,10TDL,454891.0,4504882.0,10.0,Gwen Sanchez,06/11/2015 20:00:00,  Fire is moving to the East with slight pushes to the South.    ,Fire expected to continue South and East.   ,, ,WFDSS analysis shows potential growth to the East  West and South. ,,10000.0,2990055.0,,T2 Team  Nor Cal 2 (Molhoek)  has been inbriefed and will assume command at 0600 6/12.      ,06/11/2015 08:00:00,,2015-06-11 20:00:00,,,Fire behavior is moderated during inversions.  Inversions have been lifing around 1500 daily resulting in spot fires and short crown runs.  ,S,U,Terrain making for difficult tactical operations.  Currently burning in fire area with heavy dead and down and snag component.  Complex burn operations are expected to secure containment lines.  ,,,ONCC,,,,High Pressure is expected over the fire area for the next 7 days.  North winds forecasted for then next operational period. 
21817,,,,,,2990064.0,2989917.0,,,,(1) T1 Heli  (1) FELB ,,,,,The fire is currently impacting outlying areas of the City of Hyampom.  Two hour notifications have been made to the City of Hyampom.  No additional evacuations took place today.  ,The fire has potential to impact the City of Hyampom.  Expect further growth to the West.,Lake Mountain,Additional private inholdings.  Multiple jurisdictions.  ,,880.0,2990055.0,,A,,,2980659,75000.0,,,,,2989938.0,,,Burning in Sims Fire scar 2004.,4426.0,4358137,Shannon Prather,,,,,,4357592,,,,Fire moved to away from the town of Hyampom.  If the fire breaches DIV C to the South further evacuations are expected.    ,,JR7U,0.0,,,Structure protection and potential evacuations.  Establishing an anchor point.  A T2 Team will assume command at 1800 tomorrow.  ,Hyampom,,,40.69361110000001,,,,SW,NW,6E,24.0,4N,-123.5338889,"Northwest of Hyampom, West of Lower South Fork Rd",6.0,54891.0,4882.0,10TDL,454891.0,4504882.0,10.0,Nisha van Hees,06/12/2015 00:00:00,  Fire is moving to the East with slight pushes to the South.    ,Fire expected to continue South and East.   ,, ,WFDSS analysis shows potential growth to the East  West and South. ,,10000.0,2990055.0,,T2 Team  Nor Cal 2 (Molhoek)  has been inbriefed and will assume command at 0600 6/12.      ,06/11/2015 20:00:00,,2015-06-12 08:00:00,Y,,Less active fire behavior when inversion is present. Active fire behavior as inversion is lifting until nightfall. ,S,U,Terrain making for difficult tactical operations.  Currently burning in fire area with heavy dead and down and snag component.  Complex burn operations are expected to secure containment lines.  ,,,,,,,High Pressure is expected over the fire area for the next 7 days.  North winds forecasted for then next operational period. 
21863,,,,,,2990064.0,2989917.0,,,,,,,,,,,Lake Mountain,,,1020.0,2990055.0,,,,,2980659,,,,,,2989938.0,,,Fuel loading is heavy with concentrations of dead down fuels from previous logging operations  the 2004 Sims Fire  intermixed with cured grasses and young brush. Persistent drought conditions are contributing to record ERC's.The concentration of snag haza,4472.0,4357593,Joe Molhoek,,,,,,4357592,,,,Drought conditions  dead downed trees and snags  steep terrain  near record ERS's  spot fires  narrow and limited access roadways in the fire area. Extended travel times to and from the incident are being partially mitigated by the establishment of a spik,,,5.0,,,,Hyampom,,,40.7008,,,,SW,NW,6E,24.0,4N,-123.508,"Northwest of Hyampom, West of Lower South Fork Rd",6.0,54891.0,4882.0,10TDL,454891.0,4504882.0,10.0,,,Fire movement will primarily be to the West toward the Shasta Trinity/Six Rivers National Forest Boundary and South when influenced by the up canyon diurnal winds in the afternoon  evening hours after the inversion lifts. Fuels are at near record ERC's un,,Continued hot dry weather with the relative humidity in the teens  ,,WFDSS analysis shows potential growth to primarily to the South without suppression. ,,,,,,06/12/2015 08:00:00,,2015-06-12 20:00:00,,,Atmospheric inverion moderated fire activity until 1300hrs but also limited air operations. Fire personnel were able to strengthen and hold fire line in the Div. A/Z break area. The fire held on the Lake Mountain Ridge due to pre-treatment of containment ,,U,,,,,,,,Warmer and drier conditions are expected through Saturday resulting from a persistent high pressure ridge combined with an inland thermal low pressure trough. This is creating an inversion for the morning and early afternoon but once the inversion lifts f
21864,,,,,,2990064.0,2989916.0,,,,,,,,,,Full containment is expected with mop-up up to 300 feet of the containment line or to a depth that will provide for solid containment.  Crews face increased risk for injuries as they move deeper into the black for mop up.  ,,,,1542.0,2990055.0,,A,,,2980659,,,,,,2989939.0,,,,4473.0,4358159,Steve Clark Aaron Utterback,,,,,,4357592,,,,Slight increase in temperature  and slightly lower humidity expected for the operational period.  The fire area is still above seasonal averages and steep slopes creating a challenging environment for firefighters to work in. While the previous evacuation,,,93.0,,,,Hyampom,,,40.6908333,,,,SW,NW,6E,24.0,4N,-123.52416670000001,"Northwest of Hyampom, West of Lower South Fork Rd",6.0,54891.0,4882.0,10TDL,454891.0,4504882.0,10.0,,,Fire spread is expected to stay within containment lines under the current weather pattern which includes good overnight humidity recovery  however  until full mop-up is complete  there is still a threat to containment lines in under slung portions from r,Fuels will still be near record for ERC's under the influence of persistent drought conditions. Roll out will still pressure containment lines.  Full containment is expected with current suppression activities and weather pattern.,Mop up around the perimeter is expected to be nearly complete.  ,Minimal to no spread is expected. , No spread is expected. ,,1542.0,,,,06/23/2015 20:00:00,,2015-06-24 08:00:00,,,,S,U,,,,,,,,The weather pattern has changed somewhat for the next few operational periods.  A slight warming trend with a decrease in humidity to the low twenties/ mid teens is expected for the weekend.  Humidity values are to remain robust early Monday evening and d
21914,,,,,,2990064.0,2989917.0, ,,,,,,,,,,Lake Mountain,,,1331.0,2990055.0,,A,,,2980659,,,,,,2989938.0,,,Fuel loading is heavy with concentrations of dead down fuels from previous logging operations  the 2004 Sims Fire  intermixed with cured grasses and young brush. Persistent drought conditions are contributing to record ERC's.The concentration of snag haza,4523.0,4357621,Joe Molhoek,,,,,,4357592,,,,An evacuation center remains open at the Hayfork High School. Drought conditions  dead downed trees and snags  steep terrain  near record ERC's  spot fires  narrow and limited access roadways in the fire area. Extended travel times to and from the inciden,,,5.0,,,,Hyampom,,,40.7008,,,,SW,NW,6E,24.0,4N,-123.508,"Northwest of Hyampom, West of Lower South Fork Rd",6.0,54891.0,4882.0,10TDL,454891.0,4504882.0,10.0,,,Fire movement will be primarily to the West toward the Shasta Trinity/Six Rivers National Forest Boundary  South when influenced by the up canyon diurnal winds in the afternoon once the the inversion lifts and North under the influence of erratic ridge to,For tomorrow's night shift expect the fire behavior to moderate through the night with decreasing in temperatures and increasing relative humidities. ,,,,,,,,,06/12/2015 20:00:00,,2015-06-13 08:00:00,,,During the peak burning period in the late afternoon/early evening  spotting was observed with wind driven runs. Fire behavior active through the night with backing and some spotting. Fire personnel were able to get line around all spot fires. Power was r,,U,,,,,,,,Hot and dry conditions are expected through Saturday resulting from a persistent high pressure ridge combined with an inland thermal low pressure trough. This is creating an inversion for the morning and early afternoon but once the inversion lifts fire a
21915,,06/25/2015 12:00:00,,,,2990064.0,2989916.0,,,,,,,,,,,Mop-up and patrol continuing.,Mop-up and patrol continuing.,Patrol continuing.,1542.0,2990055.0,,A,,,2980659,9962000.0,,,,,2989939.0,,,,4524.0,4358170,Steve Clark Aaron Utterback,,,,,,4357592,2990082.0,,,Slight increase in temperature  and slightly lower humidity expected for the operational period.  The fire area is still above seasonal averages and steep slopes creating a challenging environment for firefighters to work in. While the previous evacuation,,JR7U,95.0,,,,Hyampom,,,40.6908333,,,,SW,NW,6E,24.0,4N,-123.52416670000001,"Northwest of Hyampom, West of Lower South Fork Rd",6.0,54891.0,4882.0,10TDL,454891.0,4504882.0,10.0,Aaron Utterback,06/23/2015 19:45:00,Fire spread is expected to stay within containment lines under the current weather pattern which includes good overnight humidity recovery  however  until full mop-up is complete  there is still a threat to containment lines in under slung portions from r,Fuels will still be near record for ERC's under the influence of persistent drought conditions. Roll out will still pressure containment lines.  Full containment is expected with current suppression activities and weather pattern.,Mop up around the perimeter is expected to be nearly complete.  ,Minimal to no spread is expected. , No spread is expected. ,10587556.0,1542.0,2990055.0,06/22/2015 12:00:00,,06/23/2015 08:00:00,,2015-06-23 20:00:00,N,,,S,U,,,,NOPS,,,,The weather pattern has changed somewhat for the next few operational periods.  A slight warming trend with a decrease in humidity to the low twenties/ mid teens is expected for the weekend.  Humidity values are to remain robust early Monday evening and d
21964,,,,,,2990064.0,2989917.0,,,,,,,,,,,,Mop-up and patrol continuing.,,1530.0,2990055.0,,A,,,2980659,,,,,,2989939.0,,,Heavy concentrations of logging slash creating areas of intense heat and including hazardous ash pits. Steep slopes and roll out will continue to pose a threat to lines until full control is achieved.,4573.0,4357648,Joe Molhoek,,,,,,4357592,,,,Despite some moderation of the weather  temperature and humidity are still above seasonal averages  creating a challenging environment for firefighters to work in. While the previous evacuation advisories have been lifted  a continual evaluation of fire c,,,65.0,,,,Hyampom,,,40.6908,,,,SW,NW,6E,24.0,4N,-123.5241,"Northwest of Hyampom, West of Lower South Fork Rd",6.0,54891.0,4882.0,10TDL,454891.0,4504882.0,10.0,,,Fire spread is expected to stay within containment lines under the current weather pattern  however  until full mop-up is complete  there is still a threat to containment lines in divisions M  S & Z  from roll-out  snags and pockets of intense heat in div,Moderating weather conditions will assist in containment and control efforts  but fuels will still be near record for ERC's under the influence of persistent drought conditions. Roll out  burning snags and erratic ridge top winds will still present challe,,Full containment is expected with current suppression activities and weather pattern. Minimal to no spread is expected.,,,1750.0,,,,06/15/2015 20:00:00,,2015-06-16 08:00:00,N,,Fire personnel continued making good progress during the night with holding and improving lines  mopping up to 200 feet in where night time snag hazards could be mitigated. Structure defense was in place as needed.  ,S,U,,,,,,,,The overall weather pattern has moderated slightly as a small scale system passes well to the north  creating some cooling and slightly higher RH during the day. Scattered clouds will be possible in the afternoon but no showers are expected near the fire 
